Asset Type,Date,Usage Time,Last Maintenance Date,Stock Level,Reorder Point,Equipment Status,Usage Pattern
PPE Kit,10/28/2023,6,10/28/2023,3,1,Operational,As needed
MRI Machine,10/28/2023,10,9/20/2023,7,8,Under Maintenance,Weekly
Surgical Gloves,10/29/2023,5,10/29/2023,2,8,Operational,As needed
PPE Kit,10/29/2023,5,10/29/2023,2,7,Operational,As needed
Anesthesia Machine,10/29/2023,8,10/29/2023,5,3,Operational,As needed
Heart Monitor,10/29/2023,8,10/29/2023,5,3,Operational,As needed
MRI Machine,10/29/2023,10,9/29/2023,7,3,Operational,Weekly
Ventilator,10/29/2023,5,1/29/2023,2,7,Operational,As needed
X-Ray Machine,10/29/2023,8,10/29/2023,5,3,Operational,As needed
X-Ray Machine,10/30/2023,8,10/30/2023,5,3,Operational,As needed
Surgical Gloves,10/30/2023,5,10/30/2023,2,2,Operational,As needed
PPE Kit,10/30/2023,7,10/30/2023,4,4,Operational,As needed
Anesthesia Machine,10/30/2023,8,10/30/2023,5,3,Operational,As needed
Heart Monitor,10/30/2023,8,10/30/2023,5,3,Operational,As needed
Ventilator,10/30/2023,4,7/24/2023,1,9,Operational,As needed
MRI Machine,10/30/2023,11,4/27/2023,8,1,Operational,As needed
Ventilator,10/31/2023,8,02-05-2023,5,1,Under Maintenance,As needed
MRI Machine,10/31/2023,5,08-01-2023,2,5,Operational,Daily
PPE Kit,10/31/2023,6,10/31/2023,3,1,Operational,As needed
Heart Monitor,10/31/2023,8,10/31/2023,5,3,Operational,As needed
Surgical Gloves,10/31/2023,6,10/31/2023,3,1,Operational,As needed
Anesthesia Machine,10/31/2023,8,10/31/2023,5,3,Operational,As needed
X-Ray Machine,10/31/2023,8,10/31/2023,5,3,Operational,As needed
Ventilator,11-01-2023,5,5/19/2023,2,6,Under Maintenance,Weekly
PPE Kit,11-01-2023,7,11-01-2023,4,6,Operational,As needed
Surgical Gloves,11-01-2023,5,11-01-2023,2,9,Operational,As needed
MRI Machine,11-01-2023,9,5/24/2023,6,5,Operational,Daily
Heart Monitor,11-01-2023,8,11-01-2023,5,3,Operational,As needed
X-Ray Machine,11-01-2023,8,11-01-2023,5,3,Operational,As needed
Anesthesia Machine,11-01-2023,8,11-01-2023,5,3,Operational,As needed
MRI Machine,11-02-2023,6,1/31/2023,3,3,Under Maintenance,As needed
Anesthesia Machine,11-02-2023,8,11-02-2023,5,3,Operational,As needed
Ventilator,11-02-2023,7,10/29/2023,4,4,Operational,As needed
Heart Monitor,11-02-2023,8,11-02-2023,5,3,Operational,As needed
PPE Kit,11-02-2023,4,11-02-2023,1,5,Operational,As needed
X-Ray Machine,11-02-2023,8,11-02-2023,5,3,Operational,As needed
Surgical Gloves,11-02-2023,5,11-02-2023,2,8,Operational,As needed
Ventilator,11-03-2023,6,3/14/2023,3,7,Operational,Daily
MRI Machine,11-03-2023,10,07-03-2023,7,9,Operational,Weekly
Anesthesia Machine,11-03-2023,8,11-03-2023,5,3,Operational,As needed
X-Ray Machine,11-03-2023,8,11-03-2023,5,3,Operational,As needed
Heart Monitor,11-03-2023,8,11-03-2023,5,3,Operational,As needed
Surgical Gloves,11-03-2023,4,11-03-2023,1,2,Operational,As needed
PPE Kit,11-03-2023,11,11-03-2023,8,9,Operational,As needed
Surgical Gloves,11-04-2023,8,11-04-2023,5,9,Operational,As needed
Heart Monitor,11-04-2023,8,11-04-2023,5,3,Operational,As needed
X-Ray Machine,11-04-2023,8,11-04-2023,5,3,Operational,As needed
Anesthesia Machine,11-04-2023,8,11-04-2023,5,3,Operational,As needed
MRI Machine,11-04-2023,9,4/14/2023,6,6,Operational,Daily
PPE Kit,11-04-2023,8,11-04-2023,5,4,Operational,As needed
Ventilator,11-05-2023,5,11-09-2023,2,8,Under Maintenance,As needed
MRI Machine,11-05-2023,10,7/19/2023,7,1,Under Maintenance,As needed
Anesthesia Machine,11-05-2023,8,11-05-2023,5,3,Operational,As needed
Heart Monitor,11-05-2023,8,11-05-2023,5,3,Operational,As needed
Surgical Gloves,11-05-2023,6,11-05-2023,3,8,Operational,As needed
X-Ray Machine,11-05-2023,8,11-05-2023,5,3,Operational,As needed
PPE Kit,11-05-2023,7,11-05-2023,4,4,Operational,As needed
Ventilator,11-06-2023,4,7/16/2023,1,3,Operational,As needed
Surgical Gloves,11-06-2023,6,11-06-2023,3,7,Operational,As needed
Heart Monitor,11-06-2023,8,11-06-2023,5,3,Operational,As needed
X-Ray Machine,11-06-2023,8,11-06-2023,5,3,Operational,As needed
Anesthesia Machine,11-06-2023,8,11-06-2023,5,3,Operational,As needed
PPE Kit,11-06-2023,12,11-06-2023,9,1,Operational,As needed
PPE Kit,11-07-2023,12,11-07-2023,9,8,Operational,As needed
Surgical Gloves,11-07-2023,12,11-07-2023,9,6,Operational,As needed
Ventilator,11-07-2023,7,11-08-2023,4,2,Operational,As needed
Anesthesia Machine,11-07-2023,8,11-07-2023,5,3,Operational,As needed
MRI Machine,11-07-2023,6,4/26/2023,3,9,Under Maintenance,Weekly
X-Ray Machine,11-07-2023,8,11-07-2023,5,3,Operational,As needed
Heart Monitor,11-07-2023,8,11-07-2023,5,3,Operational,As needed
Ventilator,11-08-2023,12,09-05-2023,9,7,Operational,Daily
MRI Machine,11-08-2023,5,5/22/2023,2,2,Under Maintenance,Weekly
Anesthesia Machine,11-08-2023,8,11-08-2023,5,3,Operational,As needed
X-Ray Machine,11-08-2023,8,11-08-2023,5,3,Operational,As needed
Heart Monitor,11-08-2023,8,11-08-2023,5,3,Operational,As needed
Surgical Gloves,11-08-2023,5,11-08-2023,2,6,Operational,As needed
PPE Kit,11-08-2023,9,11-08-2023,6,2,Operational,As needed
Heart Monitor,11-09-2023,8,11-09-2023,5,3,Operational,As needed
X-Ray Machine,11-09-2023,8,11-09-2023,5,3,Operational,As needed
Anesthesia Machine,11-09-2023,8,11-09-2023,5,3,Operational,As needed
Surgical Gloves,11-09-2023,12,11-09-2023,9,5,Operational,As needed
PPE Kit,11-09-2023,6,11-09-2023,3,5,Operational,As needed
Ventilator,11-09-2023,5,7/15/2023,2,2,Operational,Weekly
Heart Monitor,11-10-2023,8,11-10-2023,5,3,Operational,As needed
X-Ray Machine,11-10-2023,8,11-10-2023,5,3,Operational,As needed
Anesthesia Machine,11-10-2023,8,11-10-2023,5,3,Operational,As needed
Ventilator,11-10-2023,5,01-07-2023,2,6,Operational,Daily
MRI Machine,11-10-2023,11,8/16/2023,8,9,Under Maintenance,Daily
PPE Kit,11-10-2023,6,11-10-2023,3,9,Operational,As needed
Surgical Gloves,11-10-2023,6,11-10-2023,3,3,Operational,As needed
PPE Kit,11-11-2023,6,11-11-2023,3,5,Operational,As needed
Heart Monitor,11-11-2023,8,11-11-2023,5,3,Operational,As needed
X-Ray Machine,11-11-2023,8,11-11-2023,5,3,Operational,As needed
Anesthesia Machine,11-11-2023,8,11-11-2023,5,3,Operational,As needed
Surgical Gloves,11-11-2023,9,11-11-2023,6,9,Operational,As needed
Ventilator,11-11-2023,11,08-04-2023,8,7,Under Maintenance,Weekly
MRI Machine,11-11-2023,6,9/15/2023,3,5,Under Maintenance,Daily
MRI Machine,11-12-2023,4,10-05-2023,1,1,Under Maintenance,Weekly
Anesthesia Machine,11-12-2023,8,11-12-2023,5,3,Operational,As needed
X-Ray Machine,11-12-2023,8,11-12-2023,5,3,Operational,As needed
Heart Monitor,11-12-2023,8,11-12-2023,5,3,Operational,As needed
Surgical Gloves,11-12-2023,6,11-12-2023,3,9,Operational,As needed
PPE Kit,11-12-2023,4,11-12-2023,1,6,Operational,As needed
Ventilator,11-12-2023,9,7/21/2023,6,6,Operational,As needed
PPE Kit,11/13/2023,12,11/13/2023,9,4,Operational,As needed
Surgical Gloves,11/13/2023,7,11/13/2023,4,6,Operational,As needed
MRI Machine,11/13/2023,11,10-01-2023,8,1,Under Maintenance,Weekly
Ventilator,11/13/2023,9,11-04-2023,6,6,Under Maintenance,Daily
Anesthesia Machine,11/13/2023,8,11/13/2023,5,3,Operational,As needed
X-Ray Machine,11/13/2023,8,11/13/2023,5,3,Operational,As needed
Heart Monitor,11/13/2023,8,11/13/2023,5,3,Operational,As needed
PPE Kit,11/14/2023,4,11/14/2023,1,6,Operational,As needed
Heart Monitor,11/14/2023,8,11/14/2023,5,3,Operational,As needed
X-Ray Machine,11/14/2023,8,11/14/2023,5,3,Operational,As needed
Anesthesia Machine,11/14/2023,8,11/14/2023,5,3,Operational,As needed
Surgical Gloves,11/14/2023,9,11/14/2023,6,7,Operational,As needed
Ventilator,11/14/2023,4,02-03-2023,1,5,Operational,Weekly
Anesthesia Machine,11/15/2023,8,11/15/2023,5,3,Operational,As needed
X-Ray Machine,11/15/2023,8,11/15/2023,5,3,Operational,As needed
Surgical Gloves,11/15/2023,10,11/15/2023,7,9,Operational,As needed
PPE Kit,11/15/2023,12,11/15/2023,9,3,Operational,As needed
Heart Monitor,11/15/2023,8,11/15/2023,5,3,Operational,As needed
Ventilator,11/15/2023,5,04-04-2023,2,2,Operational,As needed
MRI Machine,11/15/2023,4,11/18/2023,1,1,Under Maintenance,Daily
Ventilator,11/16/2023,10,6/20/2023,7,8,Operational,Daily
Anesthesia Machine,11/16/2023,8,11/16/2023,5,3,Operational,As needed
PPE Kit,11/16/2023,12,11/16/2023,9,5,Operational,As needed
Surgical Gloves,11/16/2023,12,11/16/2023,9,3,Operational,As needed
Heart Monitor,11/16/2023,8,11/16/2023,5,3,Operational,As needed
X-Ray Machine,11/16/2023,8,11/16/2023,5,3,Operational,As needed
MRI Machine,11/16/2023,7,1/19/2023,4,1,Under Maintenance,Daily
Anesthesia Machine,11/17/2023,8,11/17/2023,5,3,Operational,As needed
X-Ray Machine,11/17/2023,8,11/17/2023,5,3,Operational,As needed
MRI Machine,11/17/2023,4,6/18/2023,1,4,Under Maintenance,As needed
PPE Kit,11/17/2023,6,11/17/2023,3,9,Operational,As needed
Ventilator,11/17/2023,7,4/26/2023,4,5,Under Maintenance,Weekly
Surgical Gloves,11/17/2023,4,11/17/2023,1,6,Operational,As needed
Heart Monitor,11/17/2023,8,11/17/2023,5,3,Operational,As needed
Surgical Gloves,11/18/2023,7,11/18/2023,4,8,Operational,As needed
Heart Monitor,11/18/2023,8,11/18/2023,5,3,Operational,As needed
X-Ray Machine,11/18/2023,8,11/18/2023,5,3,Operational,As needed
Anesthesia Machine,11/18/2023,8,11/18/2023,5,3,Operational,As needed
PPE Kit,11/18/2023,6,11/18/2023,3,6,Operational,As needed
MRI Machine,11/18/2023,9,4/24/2023,6,3,Under Maintenance,Weekly
Ventilator,11/18/2023,8,02-02-2023,5,5,Operational,Weekly
Ventilator,11/19/2023,6,5/14/2023,3,8,Operational,Weekly
PPE Kit,11/19/2023,8,11/19/2023,5,1,Operational,As needed
Surgical Gloves,11/19/2023,7,11/19/2023,4,5,Operational,As needed
Heart Monitor,11/19/2023,8,11/19/2023,5,3,Operational,As needed
X-Ray Machine,11/19/2023,8,11/19/2023,5,3,Operational,As needed
Anesthesia Machine,11/19/2023,8,11/19/2023,5,3,Operational,As needed
X-Ray Machine,11/20/2023,8,11/20/2023,5,3,Operational,As needed
Heart Monitor,11/20/2023,8,11/20/2023,5,3,Operational,As needed
Anesthesia Machine,11/20/2023,8,11/20/2023,5,3,Operational,As needed
PPE Kit,11/20/2023,10,11/20/2023,7,2,Operational,As needed
MRI Machine,11/20/2023,4,10-11-2023,1,3,Under Maintenance,Daily
Surgical Gloves,11/20/2023,10,11/20/2023,7,8,Operational,As needed
MRI Machine,11/21/2023,7,1/18/2023,4,4,Under Maintenance,Daily
PPE Kit,11/21/2023,7,11/21/2023,4,7,Operational,As needed
Surgical Gloves,11/21/2023,11,11/21/2023,8,4,Operational,As needed
Heart Monitor,11/21/2023,8,11/21/2023,5,3,Operational,As needed
X-Ray Machine,11/21/2023,8,11/21/2023,5,3,Operational,As needed
Anesthesia Machine,11/21/2023,8,11/21/2023,5,3,Operational,As needed
Ventilator,11/22/2023,12,7/31/2023,9,2,Operational,Daily
PPE Kit,11/22/2023,9,11/22/2023,6,8,Operational,As needed
Surgical Gloves,11/22/2023,4,11/22/2023,1,4,Operational,As needed
Heart Monitor,11/22/2023,8,11/22/2023,5,3,Operational,As needed
X-Ray Machine,11/22/2023,8,11/22/2023,5,3,Operational,As needed
Anesthesia Machine,11/22/2023,8,11/22/2023,5,3,Operational,As needed
PPE Kit,11/23/2023,7,11/23/2023,4,4,Operational,As needed
X-Ray Machine,11/23/2023,8,11/23/2023,5,3,Operational,As needed
Heart Monitor,11/23/2023,8,11/23/2023,5,3,Operational,As needed
Anesthesia Machine,11/23/2023,8,11/23/2023,5,3,Operational,As needed
Ventilator,11/23/2023,9,8/31/2023,6,9,Under Maintenance,Weekly
MRI Machine,11/23/2023,4,09-10-2023,1,1,Operational,As needed
Surgical Gloves,11/23/2023,8,11/23/2023,5,8,Operational,As needed
PPE Kit,11/24/2023,10,11/24/2023,7,2,Operational,As needed
Surgical Gloves,11/24/2023,8,11/24/2023,5,1,Operational,As needed
Heart Monitor,11/24/2023,8,11/24/2023,5,3,Operational,As needed
X-Ray Machine,11/24/2023,8,11/24/2023,5,3,Operational,As needed
Anesthesia Machine,11/24/2023,8,11/24/2023,5,3,Operational,As needed
MRI Machine,11/24/2023,12,05-08-2023,9,6,Operational,Daily
Ventilator,11/24/2023,9,05-11-2023,6,1,Under Maintenance,As needed
MRI Machine,11/25/2023,11,9/27/2023,8,4,Operational,As needed
Ventilator,11/25/2023,10,3/28/2023,7,8,Operational,Weekly
X-Ray Machine,11/25/2023,8,11/25/2023,5,3,Operational,As needed
Anesthesia Machine,11/25/2023,8,11/25/2023,5,3,Operational,As needed
Heart Monitor,11/25/2023,8,11/25/2023,5,3,Operational,As needed
Surgical Gloves,11/25/2023,5,11/25/2023,2,2,Operational,As needed
PPE Kit,11/25/2023,8,11/25/2023,5,8,Operational,As needed
PPE Kit,11/26/2023,10,11/26/2023,7,7,Operational,As needed
Surgical Gloves,11/26/2023,4,11/26/2023,1,4,Operational,As needed
Anesthesia Machine,11/26/2023,8,11/26/2023,5,3,Operational,As needed
X-Ray Machine,11/26/2023,8,11/26/2023,5,3,Operational,As needed
MRI Machine,11/26/2023,6,12/26/2023,3,3,Operational,Daily
Heart Monitor,11/26/2023,8,11/26/2023,5,3,Operational,As needed
Anesthesia Machine,11/27/2023,8,11/27/2023,5,3,Operational,As needed
X-Ray Machine,11/27/2023,8,11/27/2023,5,3,Operational,As needed
Heart Monitor,11/27/2023,8,11/27/2023,5,3,Operational,As needed
Surgical Gloves,11/27/2023,5,11/27/2023,2,3,Operational,As needed
PPE Kit,11/27/2023,10,11/27/2023,7,1,Operational,As needed
Ventilator,11/27/2023,6,10-06-2023,3,5,Under Maintenance,Daily
MRI Machine,11/27/2023,8,10/31/2023,5,8,Under Maintenance,Daily
MRI Machine,11/28/2023,6,01-11-2023,3,9,Operational,As needed
PPE Kit,11/28/2023,7,11/28/2023,4,2,Operational,As needed
X-Ray Machine,11/28/2023,8,11/28/2023,5,3,Operational,As needed
Heart Monitor,11/28/2023,8,11/28/2023,5,3,Operational,As needed
Anesthesia Machine,11/28/2023,8,11/28/2023,5,3,Operational,As needed
Surgical Gloves,11/28/2023,12,11/28/2023,9,3,Operational,As needed
MRI Machine,11/29/2023,4,8/26/2023,1,4,Under Maintenance,Daily
Ventilator,11/29/2023,9,7/22/2023,6,3,Under Maintenance,Daily
PPE Kit,11/29/2023,7,11/29/2023,4,2,Operational,As needed
Surgical Gloves,11/29/2023,4,11/29/2023,1,1,Operational,As needed
Heart Monitor,11/29/2023,8,11/29/2023,5,3,Operational,As needed
X-Ray Machine,11/29/2023,8,11/29/2023,5,3,Operational,As needed
Anesthesia Machine,11/29/2023,8,11/29/2023,5,3,Operational,As needed
X-Ray Machine,11/30/2023,8,11/30/2023,5,3,Operational,As needed
Heart Monitor,11/30/2023,8,11/30/2023,5,3,Operational,As needed
Surgical Gloves,11/30/2023,7,11/30/2023,4,7,Operational,As needed
PPE Kit,11/30/2023,5,11/30/2023,2,4,Operational,As needed
Ventilator,11/30/2023,12,5/17/2023,9,9,Operational,Daily
MRI Machine,11/30/2023,11,03-02-2023,8,6,Under Maintenance,Daily
Anesthesia Machine,11/30/2023,8,11/30/2023,5,3,Operational,As needed
MRI Machine,12-01-2023,4,12/28/2023,1,8,Operational,Daily
X-Ray Machine,12-01-2023,8,12-01-2023,5,3,Operational,As needed
Anesthesia Machine,12-01-2023,8,12-01-2023,5,3,Operational,As needed
Heart Monitor,12-01-2023,8,12-01-2023,5,3,Operational,As needed
Surgical Gloves,12-01-2023,10,12-01-2023,7,3,Operational,As needed
PPE Kit,12-01-2023,10,12-01-2023,7,7,Operational,As needed
MRI Machine,12-02-2023,4,03-08-2023,1,5,Under Maintenance,As needed
X-Ray Machine,12-02-2023,8,12-02-2023,5,3,Operational,As needed
Heart Monitor,12-02-2023,8,12-02-2023,5,3,Operational,As needed
Surgical Gloves,12-02-2023,6,12-02-2023,3,4,Operational,As needed
PPE Kit,12-02-2023,10,12-02-2023,7,9,Operational,As needed
Anesthesia Machine,12-02-2023,8,12-02-2023,5,3,Operational,As needed
X-Ray Machine,12-03-2023,8,12-03-2023,5,3,Operational,As needed
Anesthesia Machine,12-03-2023,8,12-03-2023,5,3,Operational,As needed
Surgical Gloves,12-03-2023,9,12-03-2023,6,4,Operational,As needed
Heart Monitor,12-03-2023,8,12-03-2023,5,3,Operational,As needed
PPE Kit,12-03-2023,7,12-03-2023,4,3,Operational,As needed
Ventilator,12-03-2023,12,04-11-2023,9,2,Operational,Daily
Surgical Gloves,12-04-2023,12,12-04-2023,9,4,Operational,As needed
Heart Monitor,12-04-2023,8,12-04-2023,5,3,Operational,As needed
X-Ray Machine,12-04-2023,8,12-04-2023,5,3,Operational,As needed
Ventilator,12-04-2023,10,12/19/2023,7,4,Operational,Daily
Anesthesia Machine,12-04-2023,8,12-04-2023,5,3,Operational,As needed
MRI Machine,12-04-2023,6,07-10-2023,3,1,Operational,As needed
PPE Kit,12-04-2023,4,12-04-2023,1,1,Operational,As needed
PPE Kit,12-05-2023,10,12-05-2023,7,4,Operational,As needed
Heart Monitor,12-05-2023,8,12-05-2023,5,3,Operational,As needed
X-Ray Machine,12-05-2023,8,12-05-2023,5,3,Operational,As needed
Surgical Gloves,12-05-2023,5,12-05-2023,2,8,Operational,As needed
MRI Machine,12-05-2023,8,12/21/2023,5,7,Under Maintenance,Daily
Anesthesia Machine,12-05-2023,8,12-05-2023,5,3,Operational,As needed
Surgical Gloves,12-06-2023,11,12-06-2023,8,1,Operational,As needed
Heart Monitor,12-06-2023,8,12-06-2023,5,3,Operational,As needed
X-Ray Machine,12-06-2023,8,12-06-2023,5,3,Operational,As needed
Anesthesia Machine,12-06-2023,8,12-06-2023,5,3,Operational,As needed
MRI Machine,12-06-2023,5,5/22/2023,2,7,Operational,As needed
PPE Kit,12-06-2023,5,12-06-2023,2,8,Operational,As needed
MRI Machine,12-07-2023,7,10/14/2023,4,1,Operational,Weekly
Anesthesia Machine,12-07-2023,8,12-07-2023,5,3,Operational,As needed
PPE Kit,12-07-2023,9,12-07-2023,6,8,Operational,As needed
Surgical Gloves,12-07-2023,6,12-07-2023,3,2,Operational,As needed
Heart Monitor,12-07-2023,8,12-07-2023,5,3,Operational,As needed
X-Ray Machine,12-07-2023,8,12-07-2023,5,3,Operational,As needed
Ventilator,12-08-2023,5,05-03-2023,2,3,Under Maintenance,Weekly
MRI Machine,12-08-2023,8,5/27/2023,5,4,Under Maintenance,As needed
PPE Kit,12-08-2023,8,12-08-2023,5,6,Operational,As needed
Surgical Gloves,12-08-2023,8,12-08-2023,5,8,Operational,As needed
Heart Monitor,12-08-2023,8,12-08-2023,5,3,Operational,As needed
X-Ray Machine,12-08-2023,8,12-08-2023,5,3,Operational,As needed
Anesthesia Machine,12-08-2023,8,12-08-2023,5,3,Operational,As needed
Ventilator,12-09-2023,5,02-07-2023,2,5,Under Maintenance,Daily
PPE Kit,12-09-2023,5,12-09-2023,2,5,Operational,As needed
Surgical Gloves,12-09-2023,4,12-09-2023,1,7,Operational,As needed
Heart Monitor,12-09-2023,8,12-09-2023,5,3,Operational,As needed
X-Ray Machine,12-09-2023,8,12-09-2023,5,3,Operational,As needed
Anesthesia Machine,12-09-2023,8,12-09-2023,5,3,Operational,As needed
MRI Machine,12-09-2023,7,6/28/2023,4,7,Under Maintenance,Weekly
Anesthesia Machine,12-10-2023,8,12-10-2023,5,3,Operational,As needed
X-Ray Machine,12-10-2023,8,12-10-2023,5,3,Operational,As needed
Heart Monitor,12-10-2023,8,12-10-2023,5,3,Operational,As needed
Surgical Gloves,12-10-2023,4,12-10-2023,1,5,Operational,As needed
PPE Kit,12-10-2023,5,12-10-2023,2,2,Operational,As needed
MRI Machine,12-11-2023,5,12-06-2023,2,1,Operational,Weekly
Ventilator,12-11-2023,4,8/19/2023,1,4,Operational,Weekly
PPE Kit,12-11-2023,11,12-11-2023,8,7,Operational,As needed
Surgical Gloves,12-11-2023,6,12-11-2023,3,8,Operational,As needed
Heart Monitor,12-11-2023,8,12-11-2023,5,3,Operational,As needed
X-Ray Machine,12-11-2023,8,12-11-2023,5,3,Operational,As needed
Anesthesia Machine,12-11-2023,8,12-11-2023,5,3,Operational,As needed
Surgical Gloves,12-12-2023,10,12-12-2023,7,1,Operational,As needed
Heart Monitor,12-12-2023,8,12-12-2023,5,3,Operational,As needed
X-Ray Machine,12-12-2023,8,12-12-2023,5,3,Operational,As needed
Anesthesia Machine,12-12-2023,8,12-12-2023,5,3,Operational,As needed
PPE Kit,12-12-2023,10,12-12-2023,7,3,Operational,As needed
X-Ray Machine,12/13/2023,8,12/13/2023,5,3,Operational,As needed
Heart Monitor,12/13/2023,8,12/13/2023,5,3,Operational,As needed
Surgical Gloves,12/13/2023,9,12/13/2023,6,8,Operational,As needed
PPE Kit,12/13/2023,12,12/13/2023,9,6,Operational,As needed
Anesthesia Machine,12/13/2023,8,12/13/2023,5,3,Operational,As needed
Ventilator,12/14/2023,11,08-04-2023,8,3,Operational,Weekly
Surgical Gloves,12/14/2023,8,12/14/2023,5,7,Operational,As needed
Heart Monitor,12/14/2023,8,12/14/2023,5,3,Operational,As needed
X-Ray Machine,12/14/2023,8,12/14/2023,5,3,Operational,As needed
Anesthesia Machine,12/14/2023,8,12/14/2023,5,3,Operational,As needed
PPE Kit,12/14/2023,10,12/14/2023,7,3,Operational,As needed
MRI Machine,12/14/2023,6,9/16/2023,3,6,Under Maintenance,Weekly
Anesthesia Machine,12/15/2023,8,12/15/2023,5,3,Operational,As needed
Ventilator,12/15/2023,7,9/19/2023,4,2,Under Maintenance,Daily
MRI Machine,12/15/2023,7,8/28/2023,4,2,Under Maintenance,Weekly
X-Ray Machine,12/15/2023,8,12/15/2023,5,3,Operational,As needed
Heart Monitor,12/15/2023,8,12/15/2023,5,3,Operational,As needed
Surgical Gloves,12/15/2023,11,12/15/2023,8,6,Operational,As needed
PPE Kit,12/15/2023,11,12/15/2023,8,4,Operational,As needed
MRI Machine,12/16/2023,9,08-06-2023,6,1,Under Maintenance,As needed
Heart Monitor,12/16/2023,8,12/16/2023,5,3,Operational,As needed
X-Ray Machine,12/16/2023,8,12/16/2023,5,3,Operational,As needed
Anesthesia Machine,12/16/2023,8,12/16/2023,5,3,Operational,As needed
PPE Kit,12/16/2023,10,12/16/2023,7,4,Operational,As needed
Surgical Gloves,12/16/2023,12,12/16/2023,9,2,Operational,As needed
Heart Monitor,12/17/2023,8,12/17/2023,5,3,Operational,As needed
Anesthesia Machine,12/17/2023,8,12/17/2023,5,3,Operational,As needed
Surgical Gloves,12/17/2023,11,12/17/2023,8,3,Operational,As needed
PPE Kit,12/17/2023,6,12/17/2023,3,3,Operational,As needed
X-Ray Machine,12/17/2023,8,12/17/2023,5,3,Operational,As needed
MRI Machine,12/17/2023,8,2/15/2023,5,4,Under Maintenance,Weekly
MRI Machine,12/18/2023,5,01-01-2023,2,5,Under Maintenance,Daily
